show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7828,movie,Ram Teri Ganga Maili,raj kapoor,"mandakini, rajiv kapoor, divya rana, saeed jaffrey, kulbhushan kharbanda, raza murad, sushma seth, trilok kapoor",india,2019-12-31,1985,tv-14,178 min,"Classic Movies, Dramas, International Movies","Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way."
s7830,movie,Ramen Shop,eric khoo,"takumi saitoh, seiko matsuda, mark lee, jeanette aw, tsuyoshi ihara, tetsuya bessho, beatrice chien","singapore, japan, france",2019-07-31,2018,tv-pg,90 min,"Dramas, International Movies",Ramen chef Masato travels to Singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.
s7831,movie,Ramji Londonwaley,sanjay dayma,"madhavan, samita bangargi, harsh chhaya, rajendranath zutshi, shikha shalu varma, satish shah, akhilendra mishra",india,2019-12-31,2005,tv-14,154 min,"Comedies, Dramas, International Movies","A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour."
s7832,movie,Rampant,kim sung-hoon,"hyun bin, jang dong-gun, jo woo-jin, jeong man-sik, lee sun-bin, kim eui-sung, cho dal-hwan, seo ji-hye, kim tae-woo, kim joo-hyuk",south korea,2019-05-26,2018,tv-ma,122 min,"Action & Adventure, Horror Movies, International Movies","When Prince Lee Cheong returns to Joseon after his brother’s death, he finds the kingdom plagued by deadly creatures – but they’re not the only threat."
s7833,movie,Ranbhool,girish joshi,"subodh bhave, mohan joshi, vinay apte, uday tikekar, tejaswini pandit, saii ranade, daksha mahendra, gargi datar",india,2018-03-15,2010,tv-ma,115 min,"Horror Movies, International Movies, Thrillers","Believing himself to be God's envoy, a troubled young man embarks on a killing spree as his passion for music becomes a psychotic obsession."
s7834,movie,Rangreza,amir mohiuddin,"urwa hocane, bilal ashraf, gohar rasheed, saleem mairaj, ghana ali, shahid naqvi",pakistan,2018-08-01,2017,tv-14,126 min,"Dramas, International Movies, Music & Musicals","A high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved."
s7837,movie,Reaction,husam el-gohari,"mahmoud abdel moghny, amr youssef, horeya farghaly, mahmoud el gendy, entessar, donia el masry, sabry abdel moniem, raouf mustafa, alaa zenhom",egypt,2019-06-20,2011,tv-14,99 min,"Dramas, International Movies","When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all."
s7838,movie,Ready,anees bazmee,"salman khan, asin, paresh rawal, mahesh manjrekar, anuradha patel, manoj pahwa, manoj joshi, puneet issar, sharat saxena, akhilendra mishra, zarine khan, arya babbar",india,2017-10-22,2011,tv-pg,144 min,"Comedies, International Movies, Romantic Movies","Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy."
s7840,movie,Rebel Without a Cause,nicholas ray,"james dean, natalie wood, sal mineo, jim backus, ann doran, corey allen, william hopper, rochelle hudson, dennis hopper, edward platt",united states,2019-11-01,1955,pg-13,111 min,"Classic Movies, Dramas","When Jim Stark arrives in a new town with his troubled past firmly in tow, he quickly falls for the girl next door and befriends the vulnerable Plato."
s7842,movie,Recall,michael james regan,"michael james regan, tommy james murphy, louis di bianco, stefano dimatteo, juan carlos velis, katriina isberg, danny bruzzi, eugene clark, ronnie rowe jr., brendee green, a.c. peterson",canada,2019-06-25,2018,tv-ma,73 min,Dramas,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale."
s7844,movie,Red Christmas,craig anderson,"dee wallace, geoff morrell, sarah bishop, janis mcgavin, david collins, bjorn stewart, gerard o'dwyer, deelia meriel, sam campbell, anthony jensen, robert anderson",australia,2017-12-11,2016,tv-ma,81 min,Horror Movies,A family Christmas gathering at an isolated Australian estate turns into the holiday from hell after a mysterious stranger turns up at the door.
s7845,movie,Red Dawn,john milius,"patrick swayze, c. thomas howell, lea thompson, charlie sheen, darren dalton, jennifer grey, brad savage, doug toby, ben johnson, harry dean stanton",united states,2019-12-31,1984,pg-13,114 min,"Action & Adventure, Cult Movies",A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.
s7846,movie,Red Oleanders Raktokarobi,amitava bhattacharya,"shantilal mukherjee, mumtaz sorcar, rahul, koushik sen, rajesh sharma, debdut ghosh, anindya banerjee, amitabha bhattacharjee, usashi chakraborty, dipankar dey",india,2018-09-15,2017,tv-14,112 min,"Dramas, International Movies","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
s7847,movie,Red Trees,marina willer,tim piggott-smith,united kingdom,2018-03-24,2017,tv-pg,80 min,"Documentaries, International Movies","A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect."
s7850,movie,Regatta,mohamed samy,"amr saad, ilham shaheen, rania yousef",egypt,2019-05-09,2015,tv-ma,100 min,"Action & Adventure, Dramas, International Movies",Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.
s7852,movie,Reincarnated,andy capper,"snoop dogg, dr. dre, bunny wailer",united states,2016-06-13,2012,r,96 min,"Documentaries, Music & Musicals","Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist."
s7853,movie,Rembat,shamyl othman,"shaheizy sam, aniu, zizan razak, zara zya, arja lee",malaysia,2017-08-21,2015,tv-pg,88 min,"Action & Adventure, Comedies, International Movies","Two huge soccer fans must go on a rambunctious road trip to fix a big match between Malaysia and Thailand, or they'll draw the ire of a loan shark."
s7854,movie,Remember,atom egoyan,"christopher plummer, bruno ganz, jürgen prochnow, heinz lieven, henry czerny, dean norris, martin landau","canada, mexico, germany, south africa",2018-07-26,2015,r,95 min,"Action & Adventure, Dramas","Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz."
s7855,movie,Remember Me,allen coulter,"robert pattinson, emilie de ravin, chris cooper, lena olin, pierce brosnan, tate ellington, ruby jerins, gregory jbara, meghan markle",united states,2020-08-01,2010,pg-13,112 min,"Dramas, Romantic Movies","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain."
s7856,movie,Rememory,mark palansky,"peter dinklage, julia ormond, martin donovan, anton yelchin, henry ian cusick, evelyne brochu, matt ellis, colin lawrence, chad krowchuk, gracyn shinyei","united kingdom, united states, canada",2020-06-01,2017,pg-13,112 min,"Dramas, Sci-Fi & Fantasy","A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers."
s7858,movie,Resident Evil: Afterlife,paul w.s. anderson,"milla jovovich, ali larter, kim coates, shawn roberts, sergio peris-mencheta, spencer locke, boris kodjoe, wentworth miller","germany, france, united states, canada, united kingdom",2020-01-01,2010,r,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap."
s7859,movie,Residente,rené pérez joglar,rené pérez joglar,united states,2018-01-01,2017,tv-ma,97 min,"Documentaries, Music & Musicals",The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.
s7860,movie,Restless Creature: Wendy Whelan,"linda saffire, adam schlesinger","peter martins, sean suozzi, gretchen smith, ashley laracey, tiler peck, damian woetzel, albert evans, sterling hyltin, craig hall, peter boal, karen young, michelle rodriguez, jock soto, adam barrett",united states,2017-09-26,2016,tv-ma,94 min,Documentaries,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
s7861,movie,Return To The 36th Chamber,chia-liang liu,"gordon liu, lung wei wang, hou hsiao, lun hua, yeong-mun kwon, kara hui, szu-chia chen, tsui ling yu, wei hao teng, gong shih",hong kong,2018-08-16,1980,r,97 min,"Action & Adventure, Comedies, International Movies","When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks."
s7862,movie,Revelations,vijay jayapal,"chetan, lakshmi priyaa chandramouli, anantharam karthik, arpita banerjee",india,2017-03-01,2016,nr,118 min,"Dramas, International Movies","After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage."
s7864,movie,Revenge of the Green Dragons,"andrew lau wai-keung, andrew loo","ray liotta, justin chon, kevin wu, harry shum jr., eugenia yuan, leonard wu, jin auyeung, jon kit lee, shuya chang, geoff pierson","hong kong, united states",2018-07-21,2014,r,95 min,"Action & Adventure, Dramas, Independent Movies","In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill."
s7865,tv show,Revolting Rhymes,"jani lachauer, jakob schuh","rob brydon, bertie carvel, gemma chan, dominic west, isaac hempstead wright, bel powley, tamsin greig, rose leslie, david walliams",united kingdom,2018-02-01,2017,tv-pg,1 Season,"British TV Shows, Kids' TV",Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
s7866,movie,Revolutionary Road,sam mendes,"leonardo dicaprio, kate winslet, kathy bates, michael shannon, kathryn hahn, david harbour, dylan baker, richard easton, zoe kazan, jay o. sanders, max casella","united states, united kingdom",2019-11-01,2008,r,120 min,"Dramas, Romantic Movies","April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness."
s7867,movie,Rezeta,fernando frías de la parra,"rezeta veliu, roger mendoza, emiliano becerríl, sebastián cordova, paulina dávila",mexico,2016-12-03,2012,nr,84 min,"Dramas, Independent Movies, International Movies","Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis."
s7869,movie,Righteous Kill,jon avnet,"robert de niro, al pacino, 50 cent, carla gugino, john leguizamo, donnie wahlberg, brian dennehy, trilby glover",united states,2019-06-01,2008,r,101 min,"Dramas, Thrillers","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars."
s7870,movie,Ringan,makarand mane,"shashank shende, sahil joshi, suhas sirsat, kalyanee mulay, vijay salve, umesh jagtap, shantanu gangane, abhay mahajan, vitthal patil, ketan pawar",india,2018-05-01,2015,tv-14,103 min,"Dramas, International Movies","Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother."
s7872,movie,Rise of the Zombie,"devaki singh, luke kenny","luke kenny, kirti kulhari, ashwin mushran, benjamin gilani",india,2017-12-15,2013,tv-ma,83 min,"Horror Movies, International Movies","A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations."
s7874,movie,Rivaaz,ashok nanda,"deepti naval, vijay raaz, meghna naidu, saadhika randhawa, ritisha vijayvargya, manoj biddvai, sayaji shinde, reema lagoo",india,2017-11-01,2011,tv-ma,107 min,"Dramas, Independent Movies, International Movies","In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders."
s7875,movie,Road to Sangam,amit rai,"paresh rawal, om puri, pavan malhotra, javed sheikh, swati chitnis, masood akhtar, sudhir nema, rakesh srivastava",india,2019-12-31,2010,tv-14,136 min,"Dramas, Independent Movies, International Movies","As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains."
s7876,movie,Road to Yesterday,ishaya bako,"genevieve nnaji, oris erhuero, majid michel",nigeria,2016-07-01,2015,tv-14,96 min,"Dramas, International Movies","Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord."
s7877,movie,Roberto Saviano: Writing Under Police Protection,pierfrancesco diliberto,pierfrancesco diliberto,italy,2018-05-01,2016,tv-14,45 min,"Documentaries, International Movies","Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples."
s7878,movie,Robin Hood: The Rebellion,nicholas winter,"ben freeman, james oliver wheatley, marie everett, jamie kenna, james groom, james g. nunn, martyn ford, gareth david-lloyd, brian blessed, kristian nairn",united kingdom,2019-05-01,2018,tv-14,92 min,"Action & Adventure, Independent Movies, International Movies","When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle."
s7880,movie,Rocky,john g. avildsen,"sylvester stallone, talia shire, burt young, carl weathers, burgess meredith, thayer david, joe spinell, jimmy gambina, bill baldwin",united states,2019-08-01,1976,pg,120 min,"Action & Adventure, Classic Movies, Dramas","Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt."
s7881,movie,Rocky II,sylvester stallone,"sylvester stallone, talia shire, burt young, carl weathers, burgess meredith, tony burton, joe spinell, leonard gaines, john pleshette, sylvia meals",united states,2019-08-01,1979,pg,119 min,"Dramas, Sports Movies","Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed."
s7882,movie,Rocky III,sylvester stallone,"sylvester stallone, talia shire, burt young, carl weathers, burgess meredith, tony burton, mr. t, hulk hogan, ian fried",united states,2019-08-01,1982,pg,100 min,"Dramas, Sports Movies","After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form."
s7883,movie,Rocky IV,sylvester stallone,"sylvester stallone, talia shire, burt young, carl weathers, dolph lundgren, brigitte nielsen, tony burton, michael pataki",united states,2019-08-01,1985,pg,92 min,"Dramas, Sports Movies","Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed."
s7884,movie,Rocky V,john g. avildsen,"sylvester stallone, talia shire, burt young, richard gant, tommy morrison, sage stallone, burgess meredith, tony burton",united states,2019-08-01,1990,pg-13,104 min,"Dramas, Sports Movies","Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer."
s7885,movie,Roger Corman's Death Race 2050,g.j. echternkamp,"manu bennett, malcolm mcdowell, marci miller, burt grinstead, folake olowofoyeku, ramsey moore, yancy butler, charlie farrell, shanna olson",united states,2017-01-17,2017,r,93 min,"Action & Adventure, Sci-Fi & Fantasy","In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America."
s7886,movie,Roh's Beauty,sameh abdulaziz,"haifa wehbe, bassem samra, mohamed lotfy, ahmed fathy, nagua fouad, ahlam al-gritly, karim el abnoudi, salah abdullah, hakim, usha",egypt,2019-04-19,2014,tv-ma,98 min,"Dramas, International Movies","Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner."
s7889,movie,Romeo Ranjha,navaniat singh,"jazzy b, garry sandhu, monica bedi, parul gulati, rana ranbir, yograj singh, rana jung bahadur, sanga jagir","india, canada",2017-11-01,2014,tv-14,122 min,"Action & Adventure, Comedies, Music & Musicals","Two common boys travel from India to Thailand to find success and money, enjoying their friendship and finding ways to cheat the cheats."
s7890,movie,Room,lenny abrahamson,"brie larson, jacob tremblay, joan allen, sean bridgers, tom mccamus, william h. macy, cas anvar, amanda brugel, wendy crewson, sandy mcmaster","ireland, canada, united kingdom, united states",2018-07-19,2015,r,118 min,"Dramas, Independent Movies","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape."
s7891,movie,Room for Rent,matthew atkinson,"brett gelman, mark little, carla gallo, stephnie weir, patrick j. adams, mark mckinney",canada,2019-03-01,2017,tv-ma,89 min,"Comedies, Independent Movies","To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant."
s7892,movie,Room on the Broom,"max lang, jani lachauer","simon pegg, gillian anderson, rob brydon, martin clunes, sally hawkins, david walliams, timothy spall","united kingdom, germany",2019-07-01,2012,tv-y7,26 min,"Children & Family Movies, Independent Movies","A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin."
s7895,movie,Rosemary's Baby,roman polanski,"mia farrow, john cassavetes, ruth gordon, sidney blackmer, maurice evans, ralph bellamy, patsy kelly, elisha cook jr., emmaline henry, charles grodin",united states,2019-11-01,1968,r,137 min,"Classic Movies, Horror Movies, Thrillers","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger."
s7896,movie,Rounders,john dahl,"matt damon, edward norton, john turturro, gretchen mol, famke janssen, john malkovich, martin landau, michael rispoli, josh mostel, tom aldredge",united states,2019-11-01,1998,r,121 min,Dramas,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days."
s7897,tv show,Royal Pains,jay chandrasekhar,"mark feuerstein, paulo costanzo, reshma shetty, jill flint, campbell scott, brooke d'orsay, dieter riesle",united states,,2016,tv-pg,8 Seasons,"TV Comedies, TV Dramas",Dr. Hank Lawson unexpectedly gets a career upgrade as a freelance physician treating New York's aristocratic upper crust in their posh Hamptons homes.
s7899,movie,Rukh,atanu mukherjee,"adarsh gourav, manoj bajpayee, smita tambe, kumud mishra",india,2018-04-01,2017,tv-ma,103 min,"Dramas, Independent Movies, International Movies","Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths."
s7900,movie,Rumble,r. ellis frazier,"gary daniels, luis gatica, sissi fleitas, eddie j. fernandez, fabián lópez, justin nesbitt, pedro rodman rodriguez",mexico,2017-09-15,2016,tv-ma,92 min,"Action & Adventure, Independent Movies","An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob."
s7901,movie,Rumble in the Bronx,stanley tong,"jackie chan, anita mui, françoise yip, bill tung, marc akerstream, garvin cross, morgan lam, ailen sit",hong kong,2019-11-01,1995,r,89 min,"Action & Adventure, Comedies, International Movies","During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop."
s7902,movie,Rumor Has It,rob reiner,"jennifer aniston, kevin costner, shirley maclaine, mark ruffalo, richard jenkins, christopher mcdonald, steve sandvoss, mena suvari, mike vogel","united states, germany, australia",2019-08-01,2005,pg-13,97 min,"Comedies, Romantic Movies","When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for ""The Graduate."""
s7903,movie,Run,jeeva,"abhishek bachchan, bhoomika chawla, mahesh manjrekar, vijay raaz, mukesh rishi, ayesha jhulka, anjan srivastav, goga kapoor, mukul agarwal, shweta menon",india,2018-03-01,2004,tv-14,134 min,"Action & Adventure, International Movies, Music & Musicals",Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.
s7904,movie,Runaway Bride,garry marshall,"julia roberts, richard gere, joan cusack, hector elizondo, rita wilson, paul dooley, christopher meloni, donal logue, reg rogers, yul vazquez, jane morris, lisa roberts, kathleen marshall, jean schertler, tom hines",united states,2020-12-01,1999,pg,116 min,"Comedies, Romantic Movies","Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar."
s7905,movie,Running for Grace,david l. cunningham,"ryan potter, matt dillon, jim caviezel, olivia ritchie, juliet mills, nick boraine, rumi oyama",united states,2019-06-19,2018,tv-14,110 min,"Dramas, Romantic Movies","In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together."
s7906,movie,Running Out Of Time,chris stokes,"tasha smith, ronreaco lee, telma hopkins, sydney elise johnson, sean dominic, dustin harnish, paul logan, kearia schroeder, michael toland, anton peeples",united states,2019-08-01,2018,tv-14,88 min,Thrillers,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out."
s7908,movie,Russell Madness,robert vince,"david milchard, john ratzenberger, will sasso, mason vale cotton, john hennigan, sean giambrone, charles robinson, mckenna grace, kate reinders, fred willard",united states,2015-05-10,2015,pg,93 min,"Children & Family Movies, Comedies, Sports Movies","A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk."
s7910,movie,Russell Peters: Notorious,dave higby,russell peters,united states,2013-10-14,2013,nr,72 min,Stand-Up Comedy,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia."
s7911,movie,Rustom,dharmendra suresh desai,"akshay kumar, ileana d'cruz, arjan bajwa, esha gupta, pavan malhotra, parmeet sethi, sachin khedekar, anang desai, kumud mishra, brijendra kala, usha nadkarni, kanwaljeet singh",india,2017-01-06,2016,tv-14,141 min,"Dramas, International Movies","A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder."
s7913,movie,S.W.A.T.,clark johnson,"samuel l. jackson, colin farrell, michelle rodriguez, ll cool j, josh charles, jeremy renner, brian van holt, olivier martinez, reg e. cathey, larry poindexter, page kennedy, domenick lombardozzi, james dumont",united states,2021-01-01,2003,pg-13,117 min,Action & Adventure,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal."
s7914,movie,Saath Saath,raman kumar,"deepti naval, farooq shaikh, satish shah, iftekhar, a.k. hangal, neena gupta, avtar gill, javed khan",india,2019-12-31,1982,tv-14,118 min,"Dramas, Independent Movies, International Movies","A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry."
s7916,movie,Sadece Sen,hakan yonat,"belçim bilgin, i̇brahim çelikkol, kerem can, necmi yapıcı, levent sülün, barış arduç, erol gedik, cezmi baskın",turkey,2017-03-10,2014,tv-ma,105 min,"Dramas, International Movies, Romantic Movies","An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both."
s7917,movie,Sadie's Last Days on Earth,michael seater,"morgan taylor campbell, clark backo, ricardo hoyos, munro chambers, paula brancati, helene joy, peter keleghan, george stroumboulopoulos, john ralston, emilia mccarthy",canada,2017-08-22,2016,tv-14,94 min,"Comedies, Sci-Fi & Fantasy","High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend."
s7918,movie,Sadma,balu mahendra,"kamal hassan, sridevi, silk smitha, gulshan grover, paintal, arvind deshpande",india,2019-12-31,1983,tv-14,137 min,"Dramas, International Movies, Romantic Movies","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
s7919,tv show,Sadqay Tumhare,ehtesham uddin,"mahira khan, samiya mumtaz, adnan malik, rehan sheikh, sanya shamshad, qavi khan",pakistan,2016-12-15,2014,tv-pg,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance."
s7920,movie,Saeed Mirza: The Leftist Sufi,"kireet khurana, padmakumar narasimhamurthy",saeed akhtar mirza,india,2017-05-01,2016,tv-ma,61 min,"Documentaries, International Movies",This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
s7921,movie,Safety Not Guaranteed,colin trevorrow,"aubrey plaza, mark duplass, jake johnson, mary lynn rajskub, jeff garlin, kristen bell, jenica bergere, karan soni",united states,2020-08-13,2012,r,86 min,"Comedies, Independent Movies, Romantic Movies","A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him."
s7922,movie,Saheb Bibi Golaam,pratim d. gupta,"anjan dutt, swastika mukherjee, ritwick chakraborty, parno mittra, bikram chatterjee, sohag sen, sumanta mukherjee, arun mukhopadhyay",india,2017-01-01,2016,tv-ma,118 min,"Dramas, International Movies","A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata."
s7923,movie,Sairat,nagraj manjule,"rinku rajguru, akash thosar, arbaz shaikh, tanaji galgunde, suresh vishwakarma",india,2018-04-01,2016,tv-14,173 min,"Dramas, International Movies, Romantic Movies","When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village."
s7924,movie,Sakhi,sanjay soorkar,"ashok saraf, sonali kulkarni, subodh bhave, usha nadkarni, raghavendra kadkol, pushkar shrotri, lokesh gupte, santosh juvekar, jyoti joshi, kishor mahabole",india,2018-02-15,2007,tv-pg,152 min,"Dramas, International Movies, Music & Musicals","Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship."
s7925,movie,Salem: His Sister's Father,mohamed hamdy,"mohamed ragab, horeya farghaly, ayten amer, mohamed al shakankeery, reem al baroudi, badria tolba, hesham ismail, maher essam, hassan abdulfattah, aliaa al-husseini",egypt,2019-06-22,2014,tv-14,99 min,"Dramas, International Movies","A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike."
s7926,movie,Samantaral,partha chakraborty,"riddhi sen, parambrata chatterjee, soumitra chatterjee, aparajita adhya, tanusree chakraborty, kushal chakraborty, anindya banerjee, surangana banerjee",india,2018-09-15,2017,tv-ma,110 min,"Dramas, International Movies","On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years."
s7927,movie,Samarppanam,k. gopinathan,"virginia rodriguez, anil nedumangad, santhosh keezhattoor, indrans, p. balachandran, renji panicker, gopalan",india,2018-03-01,2017,tv-pg,116 min,"Dramas, International Movies","When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers."
s7928,movie,Sameer Abu Alneel,amr arafa,"ahmed mekky, nicole saba, mohamed lotfy, hussien el imam, dina el-sherbiny, said tarabeek, alaa morsy, edward fouad, abdalah mishrif, youssef eid",egypt,2019-06-06,2013,tv-14,107 min,"Comedies, International Movies","Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel."
s7929,movie,Samson,"bruce macdonald, gabriel sabloff","taylor james, billy zane, lindsay wagner, caitlin leahy, rutger hauer, jackson rathbone, brandon auret, frances sholto-douglas, greg kriek","south africa, united states",2018-12-14,2018,pg-13,109 min,"Action & Adventure, Dramas, Faith & Spirituality",The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.
s7932,movie,Sanai Choughade,rajeev patil,"shreyas talpade, subodh bhave, sai tamhankar, santosh juvekar, tushar dalvi, bharti aacharekar",india,2018-01-01,2008,tv-14,122 min,"Comedies, Dramas, International Movies","In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done."
s7933,movie,Sangam,raj kapoor,"raj kapoor, vyjayanthimala, rajendra kumar, lalita pawar, achala sachdev, hari shivdasani, raj mehra, iftekhar",india,2019-12-31,1964,tv-14,228 min,"Classic Movies, Dramas, International Movies","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend."
s7934,movie,Santa Claws,glenn miller,"nicola lambo, evan boymel, john p. fowler, erica duke, ezra james colbert",united states,2017-11-17,2014,tv-pg,86 min,"Children & Family Movies, Comedies","When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time."
s7935,movie,Santa's Apprentice,luc vinciguerra,"julie gayet, jean-pierre marielle, lorànt deutsch, bruno salomone, pierre-françois martin-laval, didier brice, benoît allemane, nathan simony, daniela duspara, max cullen","australia, france, ireland",2015-12-20,2010,tv-g,72 min,Children & Family Movies,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus."
s7936,movie,Sarah's Key,gilles paquet-brenner,"aidan quinn, kristin scott thomas, frédéric pierrot, michel duchaussoy, dominique frot, niels arestrup, mélusine mayance, gisèle casadesus, natasha mashkevich",france,2019-09-21,2010,pg-13,102 min,"Dramas, International Movies","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him."
